imagem_nome,tipo_imagem
"10.HAA_HOR Ocean Lounge com vista fotografica real","Imagem Interna"
"11.HAA_HOR Salao de festas","Imagem Interna"
"12.HAA_HOR Living com quatro suites - Angulo em corte",Unidade
"13.HAA_HOR Living do apartamento tipo frente mar com vista fotografica real tres suites",Unidade
"14.HAA_HOR Sacada do apartamento tipo frente mar com vista fotografica real tres suites",Unidade
"15.HAA_HOR Suite do apartamento tipo frente mar com vista fotografica real",Unidade
"16.HAA_HOR Planta Humanizada do apartamento tipo 1 com 4 suites","Planta Humanizada"
"17.HAA_HOR Planta Humanizada do apartamento tipo 2 com 3 suites","Planta Humanizada"
"18.HAA_HOR Planta Humanizada do apartamento tipo 3 com 3 suites","Planta Humanizada"
"39.CAP_TIV Fotomontagem aerea diurna EXTRA",Fachada
"1.HAA_SPR Fotomontagem com empreendimento no terreno real angulo 1",Fachada
"2.HAA_SPR Fotomontagem com empreendimento no terreno real angulo 2",Fachada
"3.HAA_SPR Fachada diurna",Fachada
"4.HAA_SPR Fachada noturna",Fachada
"5.HAA_SPR Embasamento comercial",Fachada
"6.HAA_SPR Embasamento acesso",Fachada
"7.HAA_SPR Discoteca","Imagem Interna"
"8.HAA_SPR Car wash","Imagem Interna"
"9.HAA_SPR Piscina aquecida com Spa mostrando sauna","Imagem Interna"
"10.HAA_SPR Beauty space e Barber shop e panoramica de corte","Imagem Interna"
"11.HAA_SPR Sala de massagem","Imagem Interna"
"12.HAA_SPR Academia","Imagem Interna"
"13.HAA_SPR Wine lounge","Imagem Interna"
"14.HAA_SPR Salao de festas principal","Imagem Interna"
"15.HAA_SPR Brinquedoteca","Imagem Interna"
"16.HAA_SPR Quiosque da piscina","Imagem Externa"
"17.HAA_SPR Drink lounge da piscina","Imagem Externa"
"18.HAA_SPR Sala de jogos gourmet","Imagem Interna"
"19.HAA_SPR Salao gourmet","Imagem Interna"
"20.HAA_SPR Piscinas angulo 1","Imagem Externa"
"21.HAA_SPR Piscinas angulo 2","Imagem Externa"
"22.HAA_SPR Externa do apto garden","Imagem Externa"
"23.HAA_SPR Living do aparatmento tipo 1",Unidade
"24.HAA_SPR Suite do apartamento tipo 1",Unidade
"25.HAA_SPR Living do apartamento tipo 4 - vista parque",Unidade
"26.HAA_SPR Sacada do apartamento tipo 4 - vista parque",Unidade
"27.HAA_SPR Suite do apartamento tipo 4 - vista parque",Unidade
"28.HAA_SPR Sala e estar do apartamento duplex inferior 1 - Unidade virada para o parque",Unidade
"29.HAA_SPR Suite master com sacada do apartamento duplex inferior 1 - Unidade virada para o parque",Unidade
"30.HAA_SPR Living do apartamento duplex superior 1 - Unidade virada para o parque",Unidade
"31.HAA_SPR Terraco do apartamento duplex superior 1 - Unidade virada para o parque",Unidade
"32.HAA_SPR Planta humanizada implantacao geral mostrando o pavimento terreo","Planta Humanizada"
"33.HAA_SPR Planta humanizada do pavimento garagem G1","Planta Humanizada"
"34.HAA_SPR Planta humanizada do pavimento garagem G2","Planta Humanizada"
"35.HAA_SPR Planta humanizada do pavimento garagem G3","Planta Humanizada"
"36.HAA_SPR Planta humanizada do pavimento lazer","Planta Humanizada"
"37.HAA_SPR Planta humanizada do apartamento garden tipo 1 - Torre A","Planta Humanizada"
"38.HAA_SPR Planta humanizada do apartamento garden tipo 1 - Torre B - Variacao","Planta Humanizada"
"39.HAA_SPR Planta Humanizada do aparamento tipo 1 - Torre A","Planta Humanizada"
"40.HAA_SPR Planta Humanizada do aparamento tipo 2 - Torre A","Planta Humanizada"
"41.HAA_SPR Planta Humanizada do aparamento tipo 1 - Torre B - Variacao","Planta Humanizada"
"42.HAA_SPR Planta Humanizada do aparamento tipo 2 - Torre B - Variacao","Planta Humanizada"
"43.HAA_SPR Planta humanizada duplex 1 inferior - Torre A","Planta Humanizada"
"44.HAA_SPR Planta humanizada duplex 1 superior - Torre A","Planta Humanizada"
"45.HAA_SPR Planta humanizada duplex 2 inferior - Torre A","Planta Humanizada"
"46.HAA_SPR Planta humanizada duplex 2 superior - Torre A","Planta Humanizada"
"47.HAA_SPR Planta humanizada duplex 1 inferior - Torre B - Variacao","Planta Humanizada"
"48.HAA_SPR Planta humanizada duplex 1 superior - Torre B - Variacao","Planta Humanizada"
"49.HAA_SPR Planta humanizada duplex 2 inferior - Torre B - Variacao","Planta Humanizada"
"50.HAA_SPR Planta humanizada duplex 2 superior - Torre B - Variacao","Planta Humanizada"
"1.ARS_VIE Fotomontagem Vista da praia Pereque",Fachada
"2.ARS_VIE Fotomontagem Aerea geral de localizacao",Fachada
"3.ARS_VIE Fotomontagem Vista de Porto Belo",Fachada
"4.ARS_VIE Fotomontagem Mapa com localizacao do empreendimento + rua revitalizada + deck do costao das vieiras",Fachada
"5.ARS_VIE Fachada no angulo do observador 1 (Angular)",Fachada
"6.ARS_VIE Fotomontagem Vista de Porto Belo 2",Fachada
"7.ARS_VIE Embasamento mostrando o acesso",Fachada
"8.ARS_VIE Corredor comercial 1 - Terreo","Imagem Externa"
"9.ARS_VIE Corredor comercial 2 - Terreo","Imagem Externa"
"10.ARS_VIE Hall de entrada","Imagem Interna"
"11.ARS_VIE Sport bar","Imagem Interna"
"12.ARS_VIE Quadra","Imagem Externa"
"13.ARS_VIE Area do Lago ornamental","Imagem Externa"
"14.ARS_VIE Salao de festas 1","Imagem Interna"
"15.ARS_VIE Brinquedoteca","Imagem Interna"
"16.ARS_VIE Playground 1","Imagem Externa"
"17.ARS_VIE Jogos/PUB","Imagem Interna"
"18.ARS_VIE Bar/Barbecue","Imagem Interna"
"19.ARS_VIE Piscinas angulo 1","Imagem Externa"
"20.ARS_VIE Piscinas angulo 2","Imagem Externa"
"21.ARS_VIE Pool bar","Imagem Externa"
"22.ARS_VIE Redario","Imagem Externa"
"23.ARS_VIE Playground 2 / Jatos de agua","Imagem Externa"
"24.ARS_VIE Espaco beleza","Imagem Interna"
"25.ARS_VIE Academia","Imagem Interna"
"26.ARS_VIE Espaco zen","Imagem Externa"
"27.ARS_VIE Coworking","Imagem Interna"
"28.ARS_VIE Fire place","Imagem Externa"
"29.ARS_VIE Piscina aquecida","Imagem Interna"
"30.ARS_VIE Espaco wellness","Imagem Interna"
"31.ARS_VIE Sauna seca","Imagem Interna"
"32.ARS_VIE Wine com charutaria","Imagem Interna"
"33.ARS_VIE Salao de festas 2","Imagem Interna"
"34.ARS_VIE Living do apartamento tipo 1 com vista fotografica real - Torre 1/Torre 2",Unidade
"35.ARS_VIE Living do apartamento tipo 1 angulo 2 focado na vista fotografica real - Torre 1/Torre 2",Unidade
"36.ARS_VIE Suite Master do apartamento tipo 1 com vista fotografica real - Torre 1/Torre 2",Unidade
"37.ARS_VIE Living do apartamento tipo 1 com vista fotografica real - Torre 3",Unidade
"38.ARS_VIE Living do apartamento tipo 3 com vista fotografica real - Torre 3",Unidade
"39.ARS_VIE Planta humanizada implantacao geral mostrando o pavimento terreo","Planta Humanizada"
"40.ARS_VIE Planta humanizada do pavimento lazer","Planta Humanizada"
"41.ARS_VIE Planta Humanizada do apartamento tipo 1 e 2 (Espelho e iguais nas torres","Planta Humanizada"
"42.ARS_VIE Planta Humanizada do apartamento tipo 3 - Torres 1 e 2","Planta Humanizada"
"43.ARS_VIE Planta Humanizada do apartamento tipo 3 - Torres 3","Planta Humanizada"
"40.CAP_TIV Fotomontagem Extra 01",Fachada
"41.CAP_TIV Fotomontagam Extra 02",Fachada
"42.CAP_TIV Fotomontagem Extra 03",Fachada
"1.LD9_URB Fotomontagem aerea com insercao do empreendimento em fotografia aerea angulo 1",Fachada
"2.LD9_URB Fotomontagem aerea com insercao do empreendimento em fotografia aerea angulo 2 - Noturna",Fachada
"3.LD9_URB Embasamento comercial com foco no acesso (Rua Jose Rodrigues com Maurino)",Fachada
"4.LD9_URB Fachada no angulo do observador de baixo",Fachada
"5.LD9_URB Imagem da area externa do terreo urbanizada - Placemaking 1",Fachada
"6.LD9_URB Hall de entrada residencial","Imagem Interna"
"7.LD9_URB Pitstop Coffee (Coworking)","Imagem Interna"
"8.LD9_URB Academia angulo 2 (Espaco para Bike)","Imagem Interna"
"9.LD9_URB Quiosques externos","Imagem Externa"
"10.LD9_URB Playground mostrando a quadra - Parquinho","Imagem Externa"
"11.LD9_URB Fire place mostrando o redario","Imagem Externa"
"12.LD9_URB Piscinas angulo 1","Imagem Externa"
"13.LD9_URB Piscinas angulo 2","Imagem Externa"
"14.LD9_URB Piscina interna aquecida angulo 1","Imagem Interna"
"15.LD9_URB Kids Zone (Brinquedoteca)","Imagem Interna"
"16.LD9_URB Piscina interna aquecida angulo 2 (Salao de jogos) ","Imagem Interna"
"17.LD9_URB Salao de festas Altus","Imagem Interna"
"18.LD9_URB Salao de festas Kids (Espaco gourmet)","Imagem Interna"
"19.LD9_URB Academia angulo 1","Imagem Interna"
"20.LD9_URB Beauty Room (Espaco Homem)","Imagem Interna"
"21.LD9_URB Salao de festas Pulse (Espaco mulher)","Imagem Interna"
"22.LD9_URB Living do apartamento Duplex unidade 4301 B",Unidade
"23.LD9_URB Suite do apartamento Duplex unidade 4301 B",Unidade
"24.LD9_URB Living do apartamento Tipo unidade 4402A",Unidade
"25.LD9_URB Living do apartamento Loft unidade 4301 A",Unidade
"26.LD9_URB Suite no mezanino do apartamento Loft unidade 4301 A",Unidade
"27.LD9_URB Living do apartamento Studio lateral unidade 4404B",Unidade
"28.LD9_URB Implantacao do pavimento terreo","Planta Humanizada"
"29.LD9_URB Planta humanizada do pavimento lazer","Planta Humanizada"
"30.LD9_URB Planta humanizada do pavimento mezanino lazer","Planta Humanizada"
"31.LD9_URB Planta humanizada do pavimento tipo superior","Planta Humanizada"
"32.LD9_URB Planta humanizada do pavimento tipo inferior","Planta Humanizada"
"33.LD9_URB Planta humanizada do apartamento Duplex de 83 m² - Inferior","Planta Humanizada"
"34.LD9_URB Planta humanizada do apartamento Duplex de 83 m² - Superior","Planta Humanizada"
"35.LD9_URB Planta humanizada do apartamento Apartamentos de 80 m²","Planta Humanizada"
"36.LD9_URB Planta humanizada do apartamento Apartamentos de 78 m²","Planta Humanizada"
"37.LD9_URB Planta humanizada do apartamento Apartamentos de 70 m²","Planta Humanizada"
"38.LD9_URB Planta humanizada do apartamento Lofts de 63 m² - Inferior","Planta Humanizada"
"39.LD9_URB Planta humanizada do apartamento Lofts de 63 m² - Superior","Planta Humanizada"
"40.LD9_URB Planta humanizada do apartamento Studios de 41m²","Planta Humanizada"
"41.LD9_URB Planta humanizada do apartamento Studios de 35m²","Planta Humanizada"
"1.LD1_RES Fotomontagem aerea com insercao do empreendimento em fotografia aerea angulo 1",Fachada
"2.LD1_RES Fotomontagem aerea com insercao do empreendimento em fotografia aerea angulo 2",Fachada
"3.LD1_RES Fotomontagem aerea com insercao do empreendimento em fotografia aerea angulo 3",Fachada
"4.LD1_RES Embasamento com foco no acesso",Fachada
"5.LD1_RES Fachada no angulo do observador da baixo",Fachada
"6.LD1_RES Hall de entrada principal","Imagem Interna"
"7.LD1_RES Campo poliesportivo com quiosque aberto","Imagem Externa"
"8.LD1_RES Quiosque da quadra","Imagem Externa"
"9.LD1_RES Piscinas angulo geral","Imagem Externa"
"10.LD1_RES Piscinas angulo 2","Imagem Externa"
"11.LD1_RES Piscinas angulo 3 com foco na vista fotografica para o mar","Imagem Externa"
"12.LD1_RES Quiosque piscina 1","Imagem Externa"
"13.LD1_RES Fire place","Imagem Externa"
"14.LD1_RES Redario","Imagem Externa"
"15.LD1_RES Playground","Imagem Externa"
"16.LD1_RES Pub Gourmet","Imagem Interna"
"17.LD1_RES Sala de jogos","Imagem Interna"
"18.LD1_RES Salao de festas 1","Imagem Interna"
"19.LD1_RES Salao de festas 2","Imagem Interna"
"20.LD1_RES Salao de festas 3","Imagem Interna"
"21.LD1_RES Piscina aquecida","Imagem Interna"
"22.LD1_RES Espaco zen com fire place","Imagem Externa"
"23.LD1_RES Brinquedoteca","Imagem Interna"
"24.LD1_RES Sala de massagem 1","Imagem Interna"
25.LD1_RES Sauna,"Imagem Interna"
"26.LD1_RES Pilates","Imagem Interna"
"27.LD1_RES Academia","Imagem Interna"
"28.LD1_RES Living do apartamento tipo 1 angulo 1",Unidade
"29.LD1_RES Living do apartamento tipo 1 angulo 2",Unidade
"30.LD1_RES Sacada do apartamento tipo 1",Unidade
"31.LD1_RES Suite master do apartamento tipo 1",Unidade
"32.LD1_RES Living do apartamento tipo 2",Unidade
"33.LD1_RES Sacada do apartamento tipo 2",Unidade
"34.LD1_RES Suite master do apartamento tipo 2",Unidade
"35.LD1_RES Living do apartamento tipo 3",Unidade
"36.LD1_RES Sacada do apartamento tipo 3",Unidade
"37.LD1_RES Suite master do apartamento tipo 3 com vista fotografica",Unidade
"38.LD1_RES Living do apartamento cobertura duplex 1",Unidade
"39.LD1_RES Living do apartamento cobertura duplex 1 angulo 2",Unidade
"40.LD1_RES Sacada do apartamento cobertura duplex 1",Unidade
"41.LD1_RES Living do apartamento cobertura duplex 2",Unidade
"42.LD1_RES Suite master do apartamento cobertura duplex 2",Unidade
"43.LD1_RES Living do apartamento cobertura duplex 3",Unidade
"44.LD1_RES Suite master do apartamento cobertura duplex 3 com sacada",Unidade
"45.LD1_RES Suite master do apartamento cobertura duplex 1",Unidade
"46.LD1_RES Suite master do apartamento cobertura duplex 1 angulo 2",Unidade
"47.LD1_RES Implantacao implantacao mostrando o pavimento terreo","Planta Humanizada"
"48.LD1_RES Planta humanizada do pavimento lazer","Planta Humanizada"
"49.LD1_RES Planta humanizada do pavimento mezanino do lazer","Planta Humanizada"
"50.LD1_RES  Planta humanizada do apartamento tipo 1 (torre 1)","Planta Humanizada"
"51.LD1_RES Planta humanizada do apartamento tipo 2 (torre 1)","Planta Humanizada"
"52.LD1_RES Planta humanizada do apartamento tipo 3 (torre 1)","Planta Humanizada"
"53.LD1_RES Planta humanizada do apartamento cobertura duplex inferior 1 (torre 1)","Planta Humanizada"
"54.LD1_RES Planta humanizada do apartamento cobertura duplex superior 1 (torre 1)","Planta Humanizada"
"55.LD1_RES Planta humanizada do apartamento cobertura duplex inferior 2 (torre 1)","Planta Humanizada"
"56.LD1_RES Planta humanizada do apartamento cobertura duplex superior 2 (torre 1)","Planta Humanizada"
"57.LD1_RES Planta humanizada do apartamento cobertura duplex inferior 3 (torre 1)","Planta Humanizada"
"58.LD1_RES Planta humanizada do apartamento cobertura duplex superior 3 (torre 1)","Planta Humanizada"
"1.CP8_DIS Fachada angulo de baixo para cima",Fachada
"2.CP8_DIS Fachada noturna - fim de tarde",Fachada
"3.CP8_DIS Fachada embasamento",Fachada
"4.CP8_DIS Fotomontagem aerea 1",Fachada
"5.CP8_DIS Fotomontagem aerea 2 - Foco no Roof",Fachada
"6.CP8_DIS Hall de entrada","Imagem Interna"
"7.CP8_DIS Mini Mercado","Imagem Interna"
"8.CP8_DIS Academia","Imagem Interna"
"9.CP8_DIS Piscina","Imagem Externa"
"10.CP8_DIS Bar da Piscina (Antigo Piscina infantil)","Imagem Externa"
"11.CP8_DIS Sport Grill","Imagem Externa"
"12.CP8_DIS Salao de festas","Imagem Interna"
"13.CP8_DIS Espaco kids","Imagem Interna"
"14.CP8_DIS PUB","Imagem Interna"
"15.CP8_DIS Living apto tipo com tres suites - Apto 1",Unidade
"16.CP8_DIS Cozinha apto tipo - Apto 1",Unidade
"17.CP8_DIS Varanda apto tipo mostrando a vista - Apto 1",Unidade
"18.CP8_DIS Suite master apto tipo - Apto 1",Unidade
"19.CP8_DIS Quarto apto tipo - Apto 1",Unidade
"20.CP8_DIS Living apto tipo diferenciado - Com piscina",Unidade
"21.CP8_DIS Suite apto tipo diferenciado - Com piscina",Unidade
"22.CP8_DIS Piscina apto tipo diferenciado",Unidade
"23.CP8_DIS Imagem recepcao - andar tipo","Imagem Interna"
"24.CP8_DIS Planta humanizada pavimento terreo","Planta Humanizada"
"25.CP8_DIS Planta humanizada pavimento lazer – pavimento 13","Planta Humanizada"
"26.CP8_DIS Planta humanizada Apto Garden tipo 1","Planta Humanizada"
"27.CP8_DIS Planta humanizada Apto tipo 2","Planta Humanizada"
"28.CP8_DIS Planta humanizada Apto Garden tipo 3","Planta Humanizada"
"29.CP8_DIS Planta humanizada Apto tipo 4","Planta Humanizada"
"30.CP8_DIS Planta humanizada Apto tipo 5","Planta Humanizada"
"31.CP8_DIS Planta humanizada Apto tipo 6","Planta Humanizada"
"32.CP8_DIS Planta Humanizada G1","Planta Humanizada"
"5.GES_ELI Fotomontagem aerea mostrando o empreendimento em frente ao mar ",Fachada
"6.GES_ELI Living Penthouse com vista mar, mais proximo da sacada - Angulo 2",Unidade
"11.PRA_DUB Fotomontagem 2",Fachada
"12.PRA_DUB Embasamento noturno",Fachada
"13.PRA_DUB Acesso",Fachada
"19.HAA_HOR Extra Fotomontagem noturna 1",Fachada
"20.HAA_HOR Extra Fotomontagem noturna 2",Fachada
"8.MEN_COL Extra Fotomontagem aerea com insercao da fachada em terreno real",Fachada
"1.MPE_SUN Fotomontagem aerea com insercao da fachada em terreno real",Fachada
"2.MPE_SUN Fotomontagem aerea com insercao da fachada em terreno real e foco no Rooftop",Fachada
"3.MPE_SUN Fachada no angulo do observador",Fachada
"4.MPE_SUN Embasamento",Fachada
"5.MPE_SUN Hall de entrada","Imagem Interna"
"6.MPE_SUN Gourmet","Imagem Interna"
"7.MPE_SUN Lavanderia","Imagem Interna"
"8.MPE_SUN Sala de reunioes","Imagem Interna"
"9.MPE_SUN Piscina com vista real fotografica","Imagem Externa"
"10.MPE_SUN Academia","Imagem Interna"
"11.MPE_SUN Ambiente externo com vista real fotografica","Imagem Externa"
"12.MPE_SUN Living do apartamento - 3 dormitorios - tipo 1 com vista real fotografica - Final 10",Unidade
"13.MPE_SUN Sacada do apartamento - 3 dormitorios - tipo 1 com vista real fotografica - Final 10",Unidade
"14.MPE_SUN Living do apartamento - 2 dormitorios - tipo 2 com vista real fotografica - Final 9",Unidade
"15.MPE_SUN Sacada do apartamento - 2 dormitorios - tipo 2 com vista real fotografica - Final 9",Unidade
"16.MPE_SUN Terraco do apartamento cobertura 6 com vista real fotografica - Final 1",Unidade
"17.MPE_SUN Living do apartamento cobertura 6 com vista real fotografica - Final 1",Unidade
"18.MPE_SUN Planta humanizada implantacao geral mostrando pavimento terreo","Planta Humanizada"
"19.MPE_SUN Planta humanizada do pavimento mezanino mostrando lazer","Planta Humanizada"
"20.MPE_SUN Planta humanizada apartamento tipo 1 - 3D","Planta Humanizada"
"21.MPE_SUN Planta humanizada apartamento tipo 2 - 2D","Planta Humanizada"
"22.MPE_SUN Planta humanizada apartamento tipo 3 - Studio","Planta Humanizada"
"23.MPE_SUN Planta humanizada apartamento tipo 6 - Cobertura 2D","Planta Humanizada"
"24.MPE_SUN Planta humanizada apartamento tipo 7 - Cobertura 2D","Planta Humanizada"
"25.MPE_SUN Planta humanizada do lazer Rooftop","Planta Humanizada"
"1.MPE_TUC Fotomontagem aerea com insercao da fachada em terreno real",Fachada
"2.MPE_TUC Fotomontagem aerea com insercao da fachada em terreno real e foco no Rooftop",Fachada
"3.MPE_TUC Fachada no angulo do observador",Fachada
"4.MPE_TUC Embasamento",Fachada
"5.MPE_TUC Hall de entrada","Imagem Interna"
"6.MPE_TUC Fachada extra (Nordeste) ",Fachada
"7.MPE_TUC Fotomontagem extra vista mar",Fachada
"8.MPE_TUC Bicicletario","Imagem Interna"
"9.MPE_TUC Espaco gourmet","Imagem Interna"
"10.MPE_TUC Churrasqueira Gourmet com area externa","Imagem Externa"
"11.MPE_TUC Lavanderia","Imagem Interna"
"12.MPE_TUC Sala de reunioes","Imagem Interna"
"13.MPE_TUC Coworking","Imagem Interna"
"14.MPE_TUC Sala de jogos","Imagem Interna"
"15.MPE_TUC Piscina com vista real fotografica angulo 1","Imagem Externa"
"16.MPE_TUC Piscina com vista real fotografica angulo 2","Imagem Externa"
"17.MPE_TUC Academia","Imagem Interna"
"18.MPE_TUC Living do apartamento tipo 1 com vista real fotografica",Unidade
"19.MPE_TUC Sacada do apartamento tipo 1 com vista real fotografica",Unidade
"20.MPE_TUC Living do apartamento tipo 2 ou 3 com vista real fotografica - angulo 1",Unidade
"21.MPE_TUC Living do apartamento Studio com vista real fotografica",Unidade
"22.MPE_TUC Sacada do apartamento Studio com vista real fotografica",Unidade
"23.MPE_TUC Terraco do apartamento cobertura 4 com vista real fotografica",Unidade
"24.MPE_TUC Terraco do apartamento cobertura 5 ou 6 com vista real fotografica",Unidade
"25.MPE_TUC Planta humanizada implantacao geral mostrando pavimento terreo","Planta Humanizada"
"26.MPE_TUC Planta humanizada do pavimento mezanino lazer","Planta Humanizada"
"27.MPE_TUC Planta humanizada apartamento tipo 1","Planta Humanizada"
"28.MPE_TUC Planta humanizada apartamento tipo 2","Planta Humanizada"
"29.MPE_TUC Planta humanizada apartamento tipo 3","Planta Humanizada"
"30.MPE_TUC Planta humanizada apartamento Studio","Planta Humanizada"
"31.MPE_TUC Planta humanizada apartamento cobertura 4","Planta Humanizada"
"32.MPE_TUC Planta humanizada apartamento cobertura 5","Planta Humanizada"
"33.MPE_TUC Planta humanizada apartamento cobertura 6","Planta Humanizada"
"34.MPE_TUC Planta humanizada do lazer Rooftop","Planta Humanizada"
"1.ROM_MAE Fotomontagem aerea com insercao da fachada",Fachada
"2.ROM_MAE Fachada diurna",Fachada
"3.ROM_MAE Embasamento frontal",Fachada
"4.ROM_MAE Fachada frontal",Fachada
"5.ROM_MAE Fachada noturna com os leds ligados",Fachada
"6.ROM_MAE Fachada com vista no wine garden noturna",Fachada
"7.ROM_MAE Fachada com vista dentro do rooftop com vista da cidade noturna ou diurna",Fachada
"8.ROM_MAE Hall de entrada","Imagem Interna"
"9.ROM_MAE Bicicletario","Imagem Interna"
"10.ROM_MAE Piscina","Imagem Externa"
"11.ROM_MAE Vista da borda vidro suspensa da piscina","Imagem Externa"
"12.ROM_MAE Piscina + deck","Imagem Externa"
"13.ROM_MAE Prainha+ deck molhado","Imagem Externa"
"14.ROM_MAE Terraco descoberto","Imagem Externa"
"15.ROM_MAE Quiosque da piscina","Imagem Externa"
"16.ROM_MAE Espaco kids","Imagem Interna"
"17.ROM_MAE Salao de festas","Imagem Interna"
"18.ROM_MAE Pub tematico interior","Imagem Interna"
"19.ROM_MAE Pub tematico interior angulo","Imagem Interna"
"20.ROM_MAE Jogos superior (Em planta - Mezanino Dancing Bar)","Imagem Interna"
"21.ROM_MAE Jogos superior angulo (Em planta - Mezanino Dancing Bar)","Imagem Interna"
"22.ROM_MAE Wine garden sacada","Imagem Externa"
"23.ROM_MAE Playground","Imagem Externa"
"24.ROM_MAE Pet place","Imagem Externa"
"25.ROM_MAE Aerea do lounge 01+02","Imagem Externa"
"26.ROM_MAE Pergolado do chimarrao","Imagem Externa"
"27.ROM_MAE Sala fitness","Imagem Interna"
"28.ROM_MAE SPA","Imagem Interna"
"29.ROM_MAE Deck com jacuzzi","Imagem Interna"
"30.ROM_MAE Suite apto",Unidade
"31.ROM_MAE Sala de tv apto",Unidade
"32.ROM_MAE Sala de estar apto",Unidade
"33.ROM_MAE Espaco gourmet apto",Unidade
"34.ROM_MAE Copa- Cozinha apto",Unidade
"35.ROM_MAE Home office apto",Unidade
"36.ROM_MAE Suite cobertura duplex",Unidade
"37.ROM_MAE Living cobertura duplex",Unidade
"38.ROM_MAE Living cobertura duplex angulo",Unidade
"39.ROM_MAE Imagem interna cobertura duplex a decidir",Unidade
"40.ROM_MAE Planta humanizada pavimento terreo","Planta Humanizada"
"41.ROM_MAE Planta humanizada do pavimento rooftop","Planta Humanizada"
"42.ROM_MAE Planta humanizada pavimento wine garden","Planta Humanizada"
"43.ROM_MAE Planta humanizada do pavimento do lazer","Planta Humanizada"
"44.ROM_MAE Planta humanizada do pavimento fitness","Planta Humanizada"
"45.ROM_MAE Planta humanizada cobertura superior","Planta Humanizada"
"46.ROM_MAE Planta humanizada cobertura inferior","Planta Humanizada"
"47.ROM_MAE Planta humanizada do apto tipo 1","Planta Humanizada"
"1.RES_MAR Fotomontagem aerea com insercao da fachada em terreno real",Fachada
"2.RES_MAR Fotomontagem aerea com insercao da fachada em terreno real e foco no Rooftop",Fachada
"3.RES_MAR Embasamento",Fachada
"4.RES_MAR Piscina com vista real fotografica","Imagem Externa"
"5.RES_MAR Salao de festas vendo o terraco","Imagem Interna"
"6.RES_MAR Living do apartamento tipo 1 dormitorio com vista real fotografica - Unidade 305",Unidade
"7.RES_MAR Living do apartamento tipo 2 dormitorio com vista real fotografica - unidade 206 c/ 2 suites",Unidade
"8.RES_MAR Living do apartamento cobertura 2 (2 Suites) com vista real fotografica - Unidade 401",Unidade
"9.RES_MAR Planta humanizada implantacao geral mostrando pavimento terreo","Planta Humanizada"
"10.RES_MAR Planta humanizada apartamento tipo 1 - 2D","Planta Humanizada"
"11.RES_MAR Planta humanizada apartamento tipo 2 - 1D","Planta Humanizada"
"12.RES_MAR Planta humanizada apartamento cobertura 1 - Suite + 1D","Planta Humanizada"
"13.RES_MAR Planta humanizada apartamento cobertura 2 - 2 Suites","Planta Humanizada"
"14.RES_MAR Planta humanizada do pavimento Rooftop","Planta Humanizada"
"1.TER_ALT Fachada fotomontagem aerea geral",Fachada
"2.TER_ALT Planta humanizada implantacao geral","Planta Humanizada"
"33.AYA_KAR Planta Humanizada do segundo pavimento Tipo 04","Planta Humanizada"
"34.AYA_KAR Planta Humanizada do segundo pavimento Tipo 10","Planta Humanizada"
"35.AYA_KAR Planta Humanizada do segundo Pavimento Tipo 11","Planta Humanizada"
"36.AYA_KAR Planta Humanizada do terceiro pavimento tipo 04","Planta Humanizada"
"37.AYA_KAR Planta Humanizada do terceiro pavimento tipo 10","Planta Humanizada"
"38.AYA_KAR Planta Humanizada do terceiro pavimento tipo 11","Planta Humanizada"
"44.ARS_VIE Living do apto tipo 3 da torre 1/2",Unidade
"48.SDS_LIT Apartamento cobertura frente mar - Suite com vista fotografica para o mar Extra",Unidade
"49.SDS_LIT Fachada vista do Fire Place",Fachada
"51.SDS_LIT Piscinas angulo Extra 1","Imagem Externa"
"52.SDS_LIT Piscinas angulo Extra 2","Imagem Externa"
"1.MSA_HYD Fotomontagem aerea com insercao do empreendimento em terreno real angulo 1",Fachada
"2.MSA_HYD Fotomontagem aerea com foco no rooftop",Fachada
"3.MSA_HYD Fachada no angulo do observador",Fachada
"4.MSA_HYD Embasamento mostrando area comercial da avenida Gov.Celso Ramos",Fachada
"5.MSA_HYD Coffee + market place","Imagem Interna"
"6.MSA_HYD Coworking mostrando lan house","Imagem Interna"
"7.MSA_HYD Espaco care + zen","Imagem Externa"
"8.MSA_HYD PUB com vista para winter garden","Imagem Interna"
"9.MSA_HYD Movie space","Imagem Externa"
"10.MSA_HYD Academia mostrando o crossfit","Imagem Interna"
"11.MSA_HYD Sunset place","Imagem Externa"
"12.MSA_HYD Brinquedoteca","Imagem Interna"
"13.MSA_HYD Salao de festas","Imagem Interna"
"14.MSA_HYD Sala de jogos","Imagem Interna"
"15.MSA_HYD Deck SPA","Imagem Externa"
"16.MSA_HYD Piscinas","Imagem Externa"
"17.MSA_HYD Quiosque","Imagem Externa"
"18.MSA_HYD Living do apartamento tipo Studio 8",Unidade
"19.MSA_HYD Suite master do apartamento tipo 1",Unidade
"20.MSA_HYD Living do apartamento tipo 3",Unidade
"21.MSA_HYD Living do apartamento tipo 6",Unidade
"22.MSA_HYD Planta humanizada implantacao geral mostrando o pavimento terreo","Planta Humanizada"
"23.MSA_HYD Planta humanizada do pavimento lazer 1","Planta Humanizada"
"24.MSA_HYD Planta humanizada do pavimento lazer 2 - Rooftop","Planta Humanizada"
"25.MSA_HYD Planta humanizada de apartamento tipo 1","Planta Humanizada"
"26.MSA_HYD Planta humanizada de apartamento tipo 2","Planta Humanizada"
